hps_simple,hps_sft,hps_promptist,hps_bloom,hps_dpo,hps_dpo_10,hps_dpo_20,hps_dpo_30,hps_dpo_50
0.267333984375,0.2578125,0.239990234375,0.1339111328125,0.1978759765625,0.24609375,0.258544921875,0.2322998046875,0.27490234375
0.2314453125,0.2171630859375,0.1478271484375,0.1478271484375,0.283447265625,0.255126953125,0.240478515625,0.2176513671875,0.245849609375
0.22705078125,0.216552734375,0.248291015625,0.0738525390625,0.1514892578125,0.178955078125,0.161376953125,0.2200927734375,0.11602783203125
0.259521484375,0.282958984375,0.287109375,0.07989501953125,0.2357177734375,0.2529296875,0.2215576171875,0.186767578125,0.18896484375
0.2288818359375,0.2578125,0.2293701171875,0.12841796875,0.2161865234375,0.0999755859375,0.165771484375,0.2164306640625,0.2286376953125
0.2069091796875,0.150146484375,0.169921875,0.1751708984375,0.2353515625,0.1219482421875,0.1527099609375,0.1475830078125,0.2132568359375
0.26806640625,0.27978515625,0.257080078125,0.05853271484375,0.22412109375,0.22412109375,0.2459716796875,0.2154541015625,0.226318359375
0.2261962890625,0.23828125,0.212646484375,0.1431884765625,0.197265625,0.1798095703125,0.184814453125,0.135986328125,0.11602783203125
0.23974609375,0.24169921875,0.2156982421875,0.1632080078125,0.224853515625,0.13818359375,0.175048828125,0.148681640625,0.24853515625
0.258544921875,0.234619140625,0.12249755859375,0.1463623046875,0.25927734375,0.187744140625,0.1363525390625,0.163818359375,0.2242431640625
0.235107421875,0.179931640625,0.14599609375,0.1011962890625,0.1737060546875,0.1328125,0.1534423828125,0.1680908203125,0.11834716796875
0.268310546875,0.267333984375,0.28271484375,0.0928955078125,0.2474365234375,0.220947265625,0.280517578125,0.2320556640625,0.219970703125
0.25341796875,0.256591796875,0.270751953125,0.1551513671875,0.2366943359375,0.260009765625,0.21337890625,0.2861328125,0.2391357421875
0.2890625,0.295654296875,0.3095703125,0.107421875,0.2271728515625,0.1661376953125,0.301025390625,0.2210693359375,0.14794921875
0.198486328125,0.225341796875,0.2427978515625,0.1524658203125,0.253173828125,0.1448974609375,0.1954345703125,0.1307373046875,0.2705078125
0.197265625,0.224609375,0.16455078125,0.1015625,0.11846923828125,0.1937255859375,0.1549072265625,0.13916015625,0.197509765625
0.2705078125,0.1636962890625,0.1761474609375,0.1541748046875,0.19189453125,0.12042236328125,0.07781982421875,0.1728515625,0.1776123046875
0.1737060546875,0.287109375,0.230712890625,0.120849609375,0.14599609375,0.134765625,0.15087890625,0.2030029296875,0.2252197265625
0.12744140625,0.279541015625,0.254638671875,0.16845703125,0.12744140625,0.210205078125,0.141357421875,0.2164306640625,0.2349853515625
0.136474609375,0.136474609375,0.2374267578125,0.11859130859375,0.2724609375,0.271484375,0.136474609375,0.06671142578125,0.1397705078125
0.177001953125,0.2174072265625,0.22900390625,0.1728515625,0.203125,0.2032470703125,0.22314453125,0.17529296875,0.2220458984375
0.30224609375,0.313232421875,0.26806640625,0.10284423828125,0.267822265625,0.30029296875,0.2462158203125,0.28515625,0.302978515625
0.260986328125,0.16650390625,0.268310546875,0.14501953125,0.2607421875,0.26513671875,0.2626953125,0.2763671875,0.2113037109375
0.2322998046875,0.2244873046875,0.19677734375,0.1708984375,0.2181396484375,0.0955810546875,0.2178955078125,0.197509765625,0.1898193359375
0.2061767578125,0.29150390625,0.2420654296875,0.06817626953125,0.22802734375,0.188232421875,0.213134765625,0.29833984375,0.20068359375
0.2310791015625,0.23095703125,0.15673828125,0.197265625,0.19384765625,0.16015625,0.125732421875,0.161376953125,0.1495361328125
0.199462890625,0.313720703125,0.29345703125,0.1275634765625,0.2093505859375,0.243408203125,0.2010498046875,0.2470703125,0.26708984375
0.195068359375,0.225341796875,0.1737060546875,0.09027099609375,0.2548828125,0.18212890625,0.1983642578125,0.165771484375,0.232666015625
0.2310791015625,0.2296142578125,0.2259521484375,0.08599853515625,0.2327880859375,0.1859130859375,0.2100830078125,0.2110595703125,0.1583251953125
0.292724609375,0.2469482421875,0.2464599609375,0.0947265625,0.215087890625,0.2208251953125,0.153076171875,0.1337890625,0.126708984375
0.30322265625,0.27001953125,0.2496337890625,0.11871337890625,0.294921875,0.2159423828125,0.16015625,0.2724609375,0.1650390625
0.2451171875,0.278564453125,0.320068359375,0.10101318359375,0.28173828125,0.0631103515625,0.0777587890625,0.1253662109375,0.10443115234375
0.256591796875,0.1673583984375,0.25634765625,0.1627197265625,0.1839599609375,0.2327880859375,0.27001953125,0.2283935546875,0.1539306640625
0.19873046875,0.21875,0.2186279296875,0.144287109375,0.2138671875,0.193115234375,0.1107177734375,0.2371826171875,0.113037109375
0.2379150390625,0.12152099609375,0.2169189453125,0.1610107421875,0.255126953125,0.278564453125,0.0843505859375,0.1876220703125,0.164306640625
0.250244140625,0.2344970703125,0.2122802734375,0.14453125,0.1900634765625,0.2327880859375,0.221923828125,0.26025390625,0.2197265625
0.22216796875,0.1993408203125,0.1943359375,0.11102294921875,0.23388671875,0.1273193359375,0.1739501953125,0.1256103515625,0.171142578125
0.267578125,0.260009765625,0.28955078125,0.1400146484375,0.2410888671875,0.22216796875,0.10821533203125,0.19873046875,0.132568359375
0.2130126953125,0.2230224609375,0.269287109375,0.14892578125,0.2410888671875,0.1402587890625,0.253173828125,0.20458984375,0.1795654296875
0.244873046875,0.222412109375,0.185546875,0.0721435546875,0.25244140625,0.255126953125,0.0272064208984375,0.1810302734375,0.233642578125
0.26025390625,0.20751953125,0.2464599609375,0.0748291015625,0.2509765625,0.167236328125,0.11395263671875,0.1373291015625,0.154296875
0.283935546875,0.31103515625,0.256103515625,0.106689453125,0.253662109375,0.284912109375,0.252685546875,0.287109375,0.279541015625
0.180419921875,0.1943359375,0.1768798828125,0.097412109375,0.2177734375,0.10186767578125,0.1334228515625,0.1495361328125,0.123046875
0.189208984375,0.1846923828125,0.2144775390625,0.10247802734375,0.1507568359375,0.12384033203125,0.144287109375,0.11419677734375,0.144287109375
0.2012939453125,0.2279052734375,0.1063232421875,0.1221923828125,0.06597900390625,0.2052001953125,0.1346435546875,0.11663818359375,0.126953125
0.18310546875,0.17626953125,0.1712646484375,0.207763671875,0.1748046875,0.2091064453125,0.18408203125,0.1678466796875,0.158203125
0.2413330078125,0.2275390625,0.22509765625,0.170654296875,0.223876953125,0.1702880859375,0.2066650390625,0.24658203125,0.2230224609375
0.2191162109375,0.252685546875,0.250244140625,0.165771484375,0.2880859375,0.2103271484375,0.279541015625,0.2587890625,0.231689453125
0.2235107421875,0.1895751953125,0.243408203125,0.128662109375,0.21337890625,0.1541748046875,0.107421875,0.054473876953125,0.107421875
0.239501953125,0.1947021484375,0.2337646484375,0.07080078125,0.18408203125,0.15234375,0.228515625,0.133056640625,0.196044921875
0.2071533203125,0.186279296875,0.216064453125,0.1192626953125,0.2254638671875,0.243896484375,0.10882568359375,0.1680908203125,0.172119140625
0.28955078125,0.290283203125,0.2384033203125,0.1788330078125,0.1658935546875,0.1514892578125,0.271484375,0.243408203125,0.140625
0.1759033203125,0.236083984375,0.237548828125,0.169921875,0.2119140625,0.220458984375,0.209228515625,0.214111328125,0.2418212890625
0.202392578125,0.190185546875,0.1903076171875,0.1414794921875,0.19482421875,0.1962890625,0.21240234375,0.2244873046875,0.11590576171875
0.2344970703125,0.175048828125,0.2353515625,0.11993408203125,0.181396484375,0.125,0.1951904296875,0.10638427734375,0.2100830078125
0.2342529296875,0.2021484375,0.255126953125,0.1358642578125,0.240478515625,0.1507568359375,0.1480712890625,0.2021484375,0.1458740234375
0.299072265625,0.2353515625,0.280517578125,0.150146484375,0.1544189453125,0.13720703125,0.183349609375,0.258056640625,0.1923828125
0.265869140625,0.2264404296875,0.223388671875,0.1055908203125,0.27734375,0.2012939453125,0.174072265625,0.1583251953125,0.2120361328125
0.261474609375,0.2208251953125,0.2408447265625,0.11962890625,0.188232421875,0.1451416015625,0.251708984375,0.1392822265625,0.1536865234375
0.28173828125,0.322021484375,0.3251953125,0.08551025390625,0.28955078125,0.2626953125,0.29248046875,0.25732421875,0.312744140625
0.2149658203125,0.213134765625,0.2305908203125,0.168701171875,0.2568359375,0.243408203125,0.2333984375,0.2210693359375,0.2313232421875
0.239013671875,0.22412109375,0.26416015625,0.1263427734375,0.267822265625,0.254150390625,0.12420654296875,0.1175537109375,0.11962890625
0.15234375,0.2244873046875,0.15234375,0.1353759765625,0.295654296875,0.222900390625,0.201904296875,0.233154296875,0.2099609375
0.1629638671875,0.1461181640625,0.135009765625,0.1131591796875,0.1375732421875,0.13818359375,0.1126708984375,0.1295166015625,0.1414794921875
0.18603515625,0.2186279296875,0.259033203125,0.1380615234375,0.1612548828125,0.1356201171875,0.27392578125,0.08319091796875,0.1573486328125
0.153076171875,0.2198486328125,0.1900634765625,0.134521484375,0.2022705078125,0.170166015625,0.1470947265625,0.145751953125,0.170166015625
0.219970703125,0.1729736328125,0.1683349609375,0.1285400390625,0.2042236328125,0.17822265625,0.1905517578125,0.2371826171875,0.1824951171875
0.282470703125,0.281982421875,0.2335205078125,0.1165771484375,0.232421875,0.203857421875,0.121826171875,0.2266845703125,0.1865234375
0.255615234375,0.224609375,0.261962890625,0.131103515625,0.2294921875,0.273681640625,0.2208251953125,0.2198486328125,0.114501953125
0.2369384765625,0.25537109375,0.2230224609375,0.1510009765625,0.267578125,0.201904296875,0.17041015625,0.30419921875,0.2484130859375
0.2197265625,0.251708984375,0.241455078125,0.11480712890625,0.24658203125,0.2479248046875,0.2205810546875,0.2430419921875,0.26416015625
0.176025390625,0.206298828125,0.165771484375,0.1353759765625,0.1998291015625,0.1832275390625,0.144775390625,0.1707763671875,0.2166748046875
0.2410888671875,0.1842041015625,0.2149658203125,0.082275390625,0.222412109375,0.1556396484375,0.09930419921875,0.125732421875,0.10260009765625
0.2054443359375,0.1917724609375,0.201904296875,0.1270751953125,0.14892578125,0.2188720703125,0.1011962890625,0.074951171875,0.12420654296875
0.253662109375,0.12335205078125,0.2386474609375,0.06842041015625,0.22607421875,0.1561279296875,0.1749267578125,0.10552978515625,0.216552734375
0.19580078125,0.261474609375,0.2310791015625,0.0933837890625,0.2568359375,0.1812744140625,0.12445068359375,0.1455078125,0.21240234375
0.2242431640625,0.22802734375,0.20458984375,0.130859375,0.1771240234375,0.21630859375,0.140380859375,0.1175537109375,0.142822265625
0.30419921875,0.251220703125,0.300537109375,0.1136474609375,0.317626953125,0.1380615234375,0.2481689453125,0.3173828125,0.1961669921875
0.1944580078125,0.195556640625,0.1982421875,0.146728515625,0.1981201171875,0.198974609375,0.1824951171875,0.16455078125,0.18994140625
